id_notificationlogs,capstone_employee_id_notificationlogs,capstone_name_notificationlogs,capstone_email_notificationlogs,View_time
1d0d8674-8beb-4ee2-931b-d3683bdc7384,027518,Bradley Orr,bradley.orr@abcsupply_capstone.com,2023-07-12 21:29:18
0aa1ab1b-78e7-4e17-aed7-00c13aa6d03c,078017,Joyce Williams,joyce.williams@abcsupply_capstone.com,2023-07-12 21:32:22
5d1bd2cc-d1e6-4d72-84ce-5f6bd85237dc,054738,Laurie Reynolds,laurie.reynolds@abcsupply_capstone.com,2023-07-12 21:36:35
8d9d933a-75b8-4d4f-9612-62baf68553c8,023189,John Campbell,john.campbell@abcsupply_capstone.com,2023-07-12 21:39:44
8f2d9484-9276-4ead-9eed-a3c80f54b291,072358,Mark Kelly,mark.kelly@abcsupply_capstone.com,2023-07-12 21:42:21
ff3b5c19-f52f-4567-b1cb-90e2b71edb22,014952,Susan Norris,susan.norris@abcsupply_capstone.com,2023-07-12 21:46:52
3c2fed8a-f516-474b-8208-92fb177e81d6,019894,Juan Garcia,juan.garcia@abcsupply_capstone.com,2023-07-12 21:50:12
bf1a4b17-51e6-45ad-957b-398800e390da,035992,Kevin Savage,kevin.savage@abcsupply_capstone.com,2023-07-12 22:13:43
2123f7a7-4839-4e44-b048-6a6752306fa2,033610,Robert Brown,robert.brown@abcsupply_capstone.com,2023-07-12 22:15:31
13e57cea-4d98-4b74-ac32-1da86984ca74,072126,Patricia Chambers,patricia.chambers@abcsupply_capstone.com,2023-07-12 22:30:09
8a6eeff2-64d9-4328-8772-9ab7883c589e,010738,Laura Martinez,laura.martinez@abcsupply_capstone.com,2023-07-12 23:11:35
2c6023df-246c-4d3f-bce9-d98d6e0c16b0,059021,Russell Johnson,russell.johnson@abcsupply_capstone.com,2023-07-12 23:33:07
9fcbb7ef-a1cc-4d36-a75d-59dc2c323aef,021648,Robert Powers,robert.powers@abcsupply_capstone.com,2023-07-12 23:59:28
338ab7d8-5b1c-4fba-9b30-02cc3f92c2e3,066229,Brittany White,brittany.white@abcsupply_capstone.com,2023-07-13 00:23:10
c400f721-8075-4d30-9542-f418ddcda505,002824,Jimmy Hughes,jimmy.hughes@abcsupply_capstone.com,2023-07-13 00:49:55
bb528fea-ab66-462f-ab7a-839551bc808f,033652,Brittany Wells,brittany.wells@abcsupply_capstone.com,2023-07-13 09:35:25
ec979839-8c1b-4f33-b151-20676e3c2b2b,073331,Jonathan Powell,jonathan.powell@abcsupply_capstone.com,2023-07-13 10:24:03
3463ee55-fefe-41e8-9ac5-36d8c316d992,060804,James Hammond,james.hammond@abcsupply_capstone.com,2023-07-13 10:37:05
872cc7df-de76-47ac-857d-a117208f1d16,054005,Scott Mays,scott.mays@abcsupply_capstone.com,2023-07-13 10:39:55
3ae14dc4-01fa-4be8-8e0c-1c07eeaa8ac3,003459,Malik Robinson,malik.robinson@abcsupply_capstone.com,2023-07-13 10:58:35
7f74a0d3-7650-440e-954a-70234a90d7a3,055711,Michael Perez,michael.perez@abcsupply_capstone.com,2023-07-13 10:58:59
0198960c-82b4-41d1-9efa-65402d10e869,021912,Melissa Simmons,melissa.simmons@abcsupply_capstone.com,2023-07-13 11:05:52
7d340787-8f9a-498e-92f5-afc3a5b1b2f8,061445,Sue Jacobs,sue.jacobs@abcsupply_capstone.com,2023-07-13 11:06:43
997e7e33-7a52-41b2-aabe-81286948aa90,021282,Melissa Lloyd,melissa.lloyd@abcsupply_capstone.com,2023-07-13 11:09:38
54a42993-18f7-4171-9365-5489da87419f,023695,Heidi Shea,heidi.shea@abcsupply_capstone.com,2023-07-13 11:12:28
8986862c-0861-439a-af78-c1ca82e4db45,067717,Angela Noble,angela.noble@abcsupply_capstone.com,2023-07-13 11:14:38
0f4ff88a-d119-434b-abbc-bc0c95700776,067717,Angela Noble,angela.noble@abcsupply_capstone.com,2023-07-13 11:14:45
bb8c93ed-385c-41d1-ad4a-1274900ef11b,032549,James Jensen,james.jensen@abcsupply_capstone.com,2023-07-13 11:22:03
86b607fc-14c9-4ec3-a53b-e4996c8b3e13,070601,Ashley Haynes,ashley.haynes@abcsupply_capstone.com,2023-07-13 11:31:15
cfdec631-aad3-4197-afca-9f8a8b71e4b8,026257,Lisa Cruz,lisa.cruz@abcsupply_capstone.com,2023-07-13 11:41:39
8b75a058-ba62-4565-b8d8-3b7285f952be,031272,Joseph Knight,joseph.knight@abcsupply_capstone.com,2023-07-13 11:53:20
a9d58e13-7e26-439b-ae59-74bab8798ef9,071179,Robert Sellers,robert.sellers@abcsupply_capstone.com,2023-07-13 11:53:26
8cf142e0-fac6-4526-9988-0bcadd497b78,024738,Jacqueline Smith,jacqueline.smith@abcsupply_capstone.com,2023-07-13 11:57:00
8853861d-2996-4f6d-b2dc-463234b1f0e9,009980,Karen Williams,karen.williams@abcsupply_capstone.com,2023-07-13 12:02:13
442106a9-558f-49e1-98dc-4036643ad81c,021537,Keith Sandoval,keith.sandoval@abcsupply_capstone.com,2023-07-13 12:03:11
110b4de9-95ea-45a3-a780-7b0eb35162ce,004524,Melissa Young,melissa.young@abcsupply_capstone.com,2023-07-13 12:14:26
d205d1d2-e075-481f-aa6a-8bd897ac6142,012300,Randy Wagner,randy.wagner@abcsupply_capstone.com,2023-07-13 12:15:20
48264c0c-1972-4832-ada7-918123d74f83,006154,Elizabeth Blevins,elizabeth.blevins@abcsupply_capstone.com,2023-07-13 12:15:48
63b2cb2c-9210-4b6a-98e5-a22a13a537fd,030141,James Williams,james.williams@abcsupply_capstone.com,2023-07-13 12:15:57
3d573967-7d80-407b-9764-60a604673e77,034695,Brian Murphy,brian.murphy@abcsupply_capstone.com,2023-07-13 12:17:47
f2003624-23f1-444d-81a1-4d7f90fa16a1,078006,Sarah Morrison,sarah.morrison@abcsupply_capstone.com,2023-07-13 12:19:39
aab2e690-c5bc-49bf-bf4d-604ff0c66f82,078006,Sarah Morrison,sarah.morrison@abcsupply_capstone.com,2023-07-13 12:19:41
b592f0b5-367f-4a47-b6ad-25b1388af6e8,034554,Debra Coleman,debra.coleman@abcsupply_capstone.com,2023-07-13 12:19:43
52d9301b-2666-4094-9bbc-e036cf5ce02e,063958,Sierra Robinson,sierra.robinson@abcsupply_capstone.com,2023-07-13 12:19:47
1636b2b0-99bc-45d5-aae3-4320e3516477,005018,Margaret Gross,margaret.gross@abcsupply_capstone.com,2023-07-13 12:20:02
0f030c2d-0612-4206-b084-83502a049e30,032758,Amanda Johnson,amanda.johnson@abcsupply_capstone.com,2023-07-13 12:23:10
6a7b0ec9-04df-443b-851b-81dd5db77460,014692,Scott Benson,scott.benson@abcsupply_capstone.com,2023-07-13 12:25:20
8b8063f4-2ef8-45e3-bb61-9ca49d3a200a,014692,Scott Benson,scott.benson@abcsupply_capstone.com,2023-07-13 12:25:26
6fb36b1f-4fc7-4ce5-ada1-e740b92c35a1,014049,Catherine Miller,catherine.miller@abcsupply_capstone.com,2023-07-13 12:27:10
2692ebf9-a06c-4d8d-bf44-495df0cc7f33,020480,Charlene Ortiz,charlene.ortiz@abcsupply_capstone.com,2023-07-13 12:28:16
0f5abdfb-b8cd-4cf4-8b63-59001fa7b9af,077854,Jeffrey Butler,jeffrey.butler@abcsupply_capstone.com,2023-07-13 12:37:11
b5be75ce-3e60-4c55-bca6-c7a3b94d83e3,020221,Hunter Meyer,hunter.meyer@abcsupply_capstone.com,2023-07-13 12:38:14
18535aea-8510-4f56-b33b-008426cb43d4,028618,Theresa Johnson,theresa.johnson@abcsupply_capstone.com,2023-07-13 12:39:30
20fc8fe5-d6cc-4bbc-9d6d-a53f1e7f33d3,080347,Juan Parker,juan.parker@abcsupply_capstone.com,2023-07-13 12:45:22
65603aa3-1dad-46c2-9b7b-1300f51b9b09,002638,Misty Brennan,misty.brennan@abcsupply_capstone.com,2023-07-13 12:50:05
4fa212a1-9f1b-468d-a58d-e63daa2e20ce,002938,Dorothy Perkins,dorothy.perkins@abcsupply_capstone.com,2023-07-13 12:51:42
ec71e148-3273-4f93-822e-bf99ff91dab3,077990,Jason Cole,jason.cole@abcsupply_capstone.com,2023-07-13 12:52:17
4666b598-ae1d-4858-8512-0535e0d728e2,060615,Calvin Torres,calvin.torres@abcsupply_capstone.com,2023-07-13 13:02:02
35937d02-5627-42b9-929c-e85205bb910c,025974,Kenneth Leblanc,kenneth.leblanc@abcsupply_capstone.com,2023-07-13 13:04:20
5fbc6743-1c17-4664-8264-433c883799bd,010347,Amanda Smith,amanda.smith@abcsupply_capstone.com,2023-07-13 13:04:52
6a1c93be-21ba-400a-bd5c-693e2381587c,062542,Robert Combs,robert.combs@abcsupply_capstone.com,2023-07-13 13:22:48
d122a836-71db-48de-8e87-b9283eadd57f,016962,Alexander Arnold,alexander.arnold@abcsupply_capstone.com,2023-07-13 13:28:25
6060249d-ccbe-4244-908b-119a5d2ab8c3,003302,Randall Johnson,randall.johnson@abcsupply_capstone.com,2023-07-13 13:31:52
dc891174-ead5-4721-af97-5a8b0fc3943c,014713,Michael Howard,michael.howard@abcsupply_capstone.com,2023-07-13 13:32:30
5448e282-bd9e-4c26-bbfa-ae25890ca36e,009582,Tommy Flores,tommy.flores@abcsupply_capstone.com,2023-07-13 13:32:48
27cb6950-5b33-4bb8-81e8-95fb363ffca6,031609,Ronald Rodriguez,ronald.rodriguez@abcsupply_capstone.com,2023-07-13 13:33:19
e7726630-c1d3-4e87-87df-fb4ad5dbafd5,056212,Mark Russell,mark.russell@abcsupply_capstone.com,2023-07-13 13:35:19
e0841dc1-51c7-4528-ab97-309d32a7049b,004513,Robert Chapman,robert.chapman@abcsupply_capstone.com,2023-07-13 13:39:17
199f6779-0fff-46de-9040-858c19a5860c,073247,Amber Thomas,amber.thomas@abcsupply_capstone.com,2023-07-13 13:43:46
0d2b4eaa-b027-4653-8db9-af529a54249a,088377,Nicole Garcia,nicole.garcia@abcsupply_capstone.com,2023-07-13 13:45:50
101e4b5b-2300-4162-b3b7-70d388c62128,077685,James Jordan,james.jordan@abcsupply_capstone.com,2023-07-13 13:49:34
e3ad2561-a0f1-43f8-ac19-28049babc828,077685,James Jordan,james.jordan@abcsupply_capstone.com,2023-07-13 13:50:17
1e8bc1cd-c618-4544-8469-a51f4015d74b,007219,Tanner Anderson,tanner.anderson@abcsupply_capstone.com,2023-07-13 14:01:53
8bd19679-c4df-43dd-b787-5bb06d1a70bc,035889,Dustin Wells,dustin.wells@abcsupply_capstone.com,2023-07-13 14:07:53
025ffe9d-3ddf-445c-908e-b3797393a213,071291,Michael Gregory,michael.gregory@abcsupply_capstone.com,2023-07-13 14:13:39
e25f22f4-984e-47e5-bf4f-ba0e2765b301,035719,Shawn Holmes,shawn.holmes@abcsupply_capstone.com,2023-07-13 14:13:54
827254ad-b3c4-4639-943a-9cf5f795d808,073745,Zachary Ruiz,zachary.ruiz@abcsupply_capstone.com,2023-07-13 14:16:56
c8d20ae1-3737-471a-9ea5-6d49d2543a45,035555,Yvonne Jensen,yvonne.jensen@abcsupply_capstone.com,2023-07-13 14:21:19
492f0621-f42d-4c49-b392-e0568860fd9b,063482,Michelle Garrison,michelle.garrison@abcsupply_capstone.com,2023-07-13 14:22:40
93af08d2-f24b-40ed-86e2-2f92c97c96b9,070339,Cynthia Dean,cynthia.dean@abcsupply_capstone.com,2023-07-13 14:40:27
b24bce41-7f31-401d-a74d-d5d482b78439,012200,Sarah Hernandez,sarah.hernandez@abcsupply_capstone.com,2023-07-13 14:44:05
228c7140-11ad-4da0-b0be-6fd47a6b619a,029014,Martha James,martha.james@abcsupply_capstone.com,2023-07-13 14:44:54
74036cc8-c13b-4eae-a11e-b5aac5697f5d,059008,Bryan Davis,bryan.davis@abcsupply_capstone.com,2023-07-13 14:47:16
76d12dc7-92ef-40a8-a28a-8701e7d5b2ae,010499,Richard Walter,richard.walter@abcsupply_capstone.com,2023-07-13 14:51:43
fa39d685-618d-4839-91ff-6571a3803ecd,020674,Edward Smith,edward.smith@abcsupply_capstone.com,2023-07-13 15:04:00
1d409352-b3cf-4958-9810-35651e7e8769,033266,Amy Harvey,amy.harvey@abcsupply_capstone.com,2023-07-13 15:06:14
607b3b67-0da7-4344-a1e4-be98e5b230a1,004261,Diamond Gilbert,diamond.gilbert@abcsupply_capstone.com,2023-07-13 15:12:37
61da254c-2206-4617-b622-21274423bb7e,029750,Patricia Bennett,patricia.bennett@abcsupply_capstone.com,2023-07-13 15:16:24
5c2155bf-115f-49bf-a889-d01f9bc58125,033002,Mathew Fox,mathew.fox@abcsupply_capstone.com,2023-07-13 15:23:51
fefc4c81-2a0e-402d-8513-0037fad753c1,025363,Mr. James Banks,mr..james.banks@abcsupply_capstone.com,2023-07-13 15:49:24
9c949be9-b28a-4be6-adf2-15e119b4124a,028279,Jamie Moss,jamie.moss@abcsupply_capstone.com,2023-07-13 16:09:12
fc486b70-c3e1-40af-876a-d205be938de0,033190,April Callahan,april.callahan@abcsupply_capstone.com,2023-07-13 16:48:31
02c8f89b-0334-4e6b-91cf-7ba7903321b0,003485,Richard Fernandez,richard.fernandez@abcsupply_capstone.com,2023-07-13 17:30:52
ff8eb506-35bd-4a5a-85e9-e25b4c44feba,023824,Vanessa Johnston,vanessa.johnston@abcsupply_capstone.com,2023-07-13 17:31:41
cff96643-1d86-4cae-b9e1-888573b099dc,059044,Tiffany Lopez,tiffany.lopez@abcsupply_capstone.com,2023-07-13 18:16:35
38e5ce3d-be55-44b5-8052-98a83de315de,011598,Cameron Walker,cameron.walker@abcsupply_capstone.com,2023-07-13 18:23:14
533b2e34-d9d4-4f29-b88a-820cea21e8b9,078035,Michelle Holt,michelle.holt@abcsupply_capstone.com,2023-07-13 18:36:32
91ec51b7-9278-46ec-b171-cb9ef7f973e1,071521,Nicholas Vargas,nicholas.vargas@abcsupply_capstone.com,2023-07-13 19:47:58
528d5f69-6d8f-400a-bc47-3e53aa248fdc,013412,Mary Casey,mary.casey@abcsupply_capstone.com,2023-07-13 19:54:16
05cba234-4986-4cfe-9942-68efa9b80323,057266,Christopher Grant,christopher.grant@abcsupply_capstone.com,2023-07-13 20:06:58
081a7037-d6fe-473d-9941-14686495dc95,061191,Nancy Phillips,nancy.phillips@abcsupply_capstone.com,2023-07-13 20:16:36
2e096710-7ae3-4c2e-879c-966390db8423,054069,Martin Lawrence,martin.lawrence@abcsupply_capstone.com,2023-07-13 20:24:11
8c39d753-383d-4ee5-a24b-100c513e1cb8,031508,James Li,james.li@abcsupply_capstone.com,2023-07-13 20:49:29
32bf1977-d3d9-4863-9744-6bd411cee744,022179,Michele Mills,michele.mills@abcsupply_capstone.com,2023-07-13 20:54:45
1eb5392e-4fa5-4a39-bb9f-ca90636ec5b5,010858,Brittney Thomas,brittney.thomas@abcsupply_capstone.com,2023-07-13 21:00:46
d06f3738-038e-465d-9d4f-b518801fb412,054894,David Cole,david.cole@abcsupply_capstone.com,2023-07-13 21:09:18
8618fa54-5a59-467c-87a4-927dff208b45,055523,Tiffany Carpenter,tiffany.carpenter@abcsupply_capstone.com,2023-07-13 21:30:28
60ce0483-13d9-4433-ba71-cd452d3d3fc7,002720,John Fleming,john.fleming@abcsupply_capstone.com,2023-07-13 21:45:02
8efe4fbc-daa7-47ff-a306-a583376a7456,061825,Morgan Hopkins,morgan.hopkins@abcsupply_capstone.com,2023-07-13 22:19:32
250fc926-9c8d-45de-a7c6-225ae285680b,059441,Tamara Williams,tamara.williams@abcsupply_capstone.com,2023-07-13 23:13:03
1843ab6d-36c8-4b22-a515-08c23832eb2f,002266,Stacey Peterson,stacey.peterson@abcsupply_capstone.com,2023-07-13 23:25:24
1b316fce-3026-46ef-ac5c-17f5efd0a3bd,009980,Karen Williams,karen.williams@abcsupply_capstone.com,2023-07-14 10:47:50
afc5b533-f015-45ee-98f4-341943bfec39,014713,Michael Howard,michael.howard@abcsupply_capstone.com,2023-07-14 10:57:45
eccfa6f2-d80f-42c5-a2a9-ad6b1c38e5e8,060804,James Hammond,james.hammond@abcsupply_capstone.com,2023-07-14 11:04:49
ed38f071-a699-4a79-958f-fd29d16d8b1f,078017,Joyce Williams,joyce.williams@abcsupply_capstone.com,2023-07-14 11:20:00
79959f4b-6a69-4830-9563-aded5a0bcad9,013428,Hannah Cooley,hannah.cooley@abcsupply_capstone.com,2023-07-14 11:23:46
ce004e0d-3401-4d0b-af89-5746e5418748,018809,Jennifer Pollard,jennifer.pollard@abcsupply_capstone.com,2023-07-14 11:25:08
52172199-667a-409f-be7e-ecc340d67798,077939,Kenneth Williams,kenneth.williams@abcsupply_capstone.com,2023-07-14 11:49:40
dacf8169-fb2a-45bf-9d63-1b2d34647f92,029014,Martha James,martha.james@abcsupply_capstone.com,2023-07-14 12:00:01
2dbc43f5-52aa-4039-a9f9-0208ac2e469c,061445,Sue Jacobs,sue.jacobs@abcsupply_capstone.com,2023-07-14 12:00:38
47074b35-fcda-481e-94d1-e7de10d99f86,026257,Lisa Cruz,lisa.cruz@abcsupply_capstone.com,2023-07-14 12:08:58
5a06f08e-06f7-4e10-bb57-9747698ea6d3,012200,Sarah Hernandez,sarah.hernandez@abcsupply_capstone.com,2023-07-14 12:28:38
d89f81a3-b521-41aa-aa1a-f7a198b499b9,071179,Robert Sellers,robert.sellers@abcsupply_capstone.com,2023-07-14 12:39:32
5ebc6611-c402-42a7-9e30-a13e34a63b64,070601,Ashley Haynes,ashley.haynes@abcsupply_capstone.com,2023-07-14 12:49:00
46198726-e645-4368-a6a1-7db5f76b6948,078006,Sarah Morrison,sarah.morrison@abcsupply_capstone.com,2023-07-14 12:49:51
b2dfd1c4-0178-4ec3-86d0-e7c1982911f4,005018,Margaret Gross,margaret.gross@abcsupply_capstone.com,2023-07-14 13:02:28
9b90dcb8-103f-4239-be99-10b2af6a75c7,002241,Jennifer Fischer,jennifer.fischer@abcsupply_capstone.com,2023-07-14 13:03:04
7b2218b4-59ed-4d79-af2f-42cafb12dc36,034554,Debra Coleman,debra.coleman@abcsupply_capstone.com,2023-07-14 13:05:26
64930f0f-8aa6-403e-a972-75d8164c251d,003485,Richard Fernandez,richard.fernandez@abcsupply_capstone.com,2023-07-14 13:09:05
